Brand,Date,District,Engine_capacity,Engine_power,From_who,Fuel_type,Gear_type,Kilometer,Model,Model_year,Price,Title,Variant
BMW,15/02/2021,Beykoz/Beykoz,2501-3000 cc,Bilmiyorum,Galeriden,Dizel,Otomatik Vites,91113,X6,2016,1290000,GARAGE 2016 BMW X6 4.0d XDRIVE SUNROOF KAMERA NAVİ. HEADUP BMW X6 40d xDrive 40d xDrive,Diğer
BMW,15/02/2021,Beykoz/Beykoz,2501-3000 cc,Bilmiyorum,Galeriden,Dizel,Otomatik Vites,233590,X5,2008,335000,GARAGE 2008 BMW X5 3.0d M SPORT CAM TAVAN 7 KİŞİLİK HEADUP BMW X5 30d xDrive,30d xDrive
BMW,15/02/2021,Beykoz/Beykoz,1801-2000 cc,Bilmiyorum,Galeriden,Benzin,Otomatik Vites,85165,Diğer,2017,800000,GARAGE 2017 BMW 5.30i X-DRIVE M SPORT VAKUM HAYALET HARMAN K. BMW 5 Serisi 530i xDrive M Sport,Diğer
BMW,15/02/2021,,1801-2000 cc,Bilmiyorum,Galeriden,Dizel,Otomatik Vites,248000,X3,2010,195000,METSAN OTOMOTİV DEN 2010 MODEL BMW X3 XDRİVE BMW X3 20d xDrive 2.0d xDrive,20d xDrive 2.0d xDrive
BMW,15/02/2021,,2501-3000 cc,Bilmiyorum,Galeriden,Benzin/LPG,Otomatik Vites,350000,5 Serisi,1995,103000,METSAN OTOMOTİV DEN 1995 MODEL BMW 5.28i OTOMATİK BMW 5 Serisi 528i Standart,528i Standart
Chevrolet,27/12/2020,Kadıköy/Göztepe,1300 cc ve altı,Bilmiyorum,Galeriden,Benzin,Otomatik Vites,91321,Diğer,1968,855000,1968 CHEVROLET IMPALA KLASİK ELEK.TENTE OTOMATİK DİREKSİZ Chevrolet Chevrolet Impala,Diğer
Fiat,15/02/2021,Merkez/Merkez,1301-1600 cc,Bilmiyorum,Galeriden,Benzin/LPG,Yarı Otomatik Vites,80000,Punto,2011,103900,orjinal 2010 -11 ÇKŞ PUNTO 1.4 BRC SIRALI LPG   OTOMATİK 80 BNDE Fiat Punto EVO 1.4 Dynamic,EVO 1.4 Dynamic
Fiat,15/02/2021,Şehitkamil/Merkez,1300 cc ve altı,Bilmiyorum,Galeriden,Dizel,Düz Vites,100000,Egea,2017,115000,2017 FİAT EGEA 1.3 MULTİJET 95 HP EASY PAKET 100.000 KM DE Fiat Egea 1.3 Multijet Easy,1.3 Multijet Easy
Fiat,15/02/2021,Merkez/Merkez,1300 cc ve altı,51-75 BG,Sahibinden,Benzin/LPG,Düz Vites,290000,Uno,1993,22000,ÇOK TEMIZ YENI MUAYENE,1.1 ie S
Fiat,15/02/2021,Orhangazi/Orhangazi,1300 cc ve altı,Bilmiyorum,Galeriden,Dizel,Düz Vites,260000,Palio,2004,44950,ÖZ BARIŞ-2004 FİAT PALİO 1.3MJET KLİMALI Fiat Palio 1.3 Multijet EL,1.3 Multijet EL
BMW,10/02/2021,Yenimahalle/Yenimahalle,1801-2000 cc,151-175 BG,Galeriden,Benzin/LPG,Otomatik Vites,283000,5 Serisi,2005,150000,SAHİBİNDEN  BMW 520 İA PRİNS LPĞ Lİ,5.20i Standart
BMW,10/02/2021,Şahinbey/Konak,1301-1600 cc,151-175 BG,Sahibinden,Benzin,Otomatik Vites,155000,3 Serisi,2015,300000,ESTORIL MAVI M PLUS,3.20i EfficientDynamics M Paket
BMW,10/02/2021,Yıldırım/Merkez,1301-1600 cc,151-175 BG,Sahibinden,Benzin,Otomatik Vites,47000,3 Serisi,2016,382000,BMW 320I ED SPORT PLUS 2016 MAKYAJLI KASA 47000.KM,3.20i ED Sport Plus
BMW,11/02/2021,Şehitkamil/Gazikent,2501-3000 cc,301-325 BG,Galeriden,Dizel,Otomatik Vites,244000,7 Serisi,2010,510000,ASLANOĞLU PLAZA DAN 2010 BMW 740D ISITMA SOĞUTMA GECE GÖRÜŞ DERİ,7.40d
BMW,11/02/2021,Erdemli/Akdeniz,1301-1600 cc,101-125 BG,Galeriden,Benzin/LPG,Düz Vites,328000,1 Serisi,2005,110000,2005 MODEL BMV 116I,1.16i
BMW,12/02/2021,Kemer/Merkez,1801-2000 cc,201-225 BG,Galeriden,Dizel,Otomatik Vites,260000,5 Serisi,2012,475000,A.S OTOMOTİVDEN 2012 MODEL BMW 5.25D XDRİVE PREMİUM HAYALET VAKUM,5.25d xDrive Premium
BMW,13/02/2021,Uşak/Merkez,1801-2000 cc,126-150 BG,Sahibinden,Dizel,Otomatik Vites,307700,3 Serisi,2004,142500,MEMURDAN TEMIZ BMW 320D E46 M PAKET,3.20d
Chevrolet,27/12/2020,Bahçelievler/Çobançeşme,1301-1600 cc,Bilmiyorum,Galeriden,Benzin/LPG,Otomatik Vites,154000,Cruze,2011,98900,25.000 PEŞİNAT 2011 CRUZE OTOMATİK 154.00KM DERİ LPG 124BG 1.6 Chevrolet Cruze 1.6 LT Plus,1.6 LT Plus
Fiat,15/02/2021,,1300 cc ve altı,Bilmiyorum,Galeriden,Dizel,Düz Vites,240000,Linea,2013,73900,2013 LİNEA 1.3Multijet Active Plus ANINDA KREDİ Fiat Linea 1.3 Multijet Active Plus,Diğer
Fiat,15/02/2021,Avcılar,1300 cc ve altı,Bilmiyorum,Galeriden,Dizel,Yarı Otomatik Vites,149000,Egea,2017,141950,2017 MODEL FİAT EGEA URBAN OTOMATİK   BOYASIZ DEĞİŞENSİZ Fiat Egea 1.6 Multijet Urban,1.6 Multijet Urban
Fiat,15/02/2021,Avcılar,1300 cc ve altı,Bilmiyorum,Galeriden,Dizel,Yarı Otomatik Vites,81000,Egea,2017,158950,2017 MODEL FİAT EGEA URBAN OTOMATİK   BOYASIZ DEĞİŞENSİZ Fiat Egea 1.6 Multijet Urban,1.6 Multijet Urban
Fiat,15/02/2021,,1300 cc ve altı,Bilmiyorum,Galeriden,Dizel,Düz Vites,28000,Linea,2016,114750,28.000 KM 2016 MODEL FİAT LİNEA 1.3 MULTİJET POP 95hp   Fiat Linea 1.3 Multijet Pop,1.3 Multijet Pop
BMW,07/02/2021,Sarıyer/Merkez,1301-1600 cc,126-150 BG,Sahibinden,Benzin,Otomatik Vites,34000,X1,2016,415000,BMW X1 - 1.8I SDRIVE - 2016 - 136 BG - BENZİN - OTO VITES 5 KAPI - 34000 KM,18i sDrive Prestige
BMW,07/02/2021,Şehitkamil/Merkez,3501-4000 cc,226-250 BG,Sahibinden,Dizel,Otomatik Vites,150000,X6,2013,800000,EMSALSIZ X6 COOOK TEMIZ,40d xDrive M Sport
BMW,08/02/2021,Atakum/Atakum,1301-1600 cc,Bilmiyorum,Galeriden,Benzin,Otomatik Vites,0,1 Serisi,2020,427500,BMW 118İ PLUS H.TESLİM SIFIR 0  CAM TVN-ELKTLI KOLTUK ELKT BAKAJ BMW 1 SERISI 118I FIRST EDITION SPORT LINE,Diğer
BMW,08/02/2021,İlkadım/Merkez,1301-1600 cc,126-150 BG,Galeriden,Benzin,Otomatik Vites,0,1 Serisi,2020,427500,BMW 118İ PLUS H.TESLIM SIFIR 0  CAM TAVAN ELEKTRIKLI KOLTUK ELEKTRIKLI BAKAJ,118i First Edition Sport Line 
BMW,08/02/2021,İzmit/Merkez,1301-1600 cc,Bilmiyorum,Galeriden,Benzin,Yarı Otomatik Vites,109000,1 Serisi,2012,209900,FUAR OTO DAN 2012 BMV 116İ URBAN LİNE İŞİK PAK 109000 KM ORJINAL BMW 1 Serisi 116i Urban Line,116i Urban Line
BMW,08/02/2021,Nilüfer/Merkez,1801-2000 cc,Bilmiyorum,Galeriden,Benzin/LPG,Otomatik Vites,226000,5 Serisi,2001,108900,2001 MODEL BMW 520İ BENZİN   LPG   SUNROOF   OTOMATİK VİTS BMW 5 Serisi 520i Standart,520i Standart
BMW,08/02/2021,Nilüfer/Merkez,1801-2000 cc,Bilmiyorum,Galeriden,Dizel,Yarı Otomatik Vites,145000,3 Serisi,2015,353000,2015 BMW 320 d HATASIZ-BOYASIZ BMW 3 Serisi 320d Techno Plus,320d Techno Plus
Chevrolet,20/12/2020,Merkez/Merkez,1301-1600 cc,Bilmiyorum,Galeriden,Benzin/LPG,Düz Vites,45000,Cruze,2012,105000,İSMAİL ÇİÇEK TEN..............DİĞER İLANLARIMIZADA BAKABİLİRSİNİZ,1.6 Sport Plus
Fiat,15/02/2021,Merkez/Merkez,1300 cc ve altı,Bilmiyorum,Galeriden,Benzin/LPG,Düz Vites,150000,Palio,2005,59900,HATASIZ 2005 FİAT PALİO 1.2 DYNAMIC ORJ 150 BİN KM - LPG KLİMA Fiat Palio 1.2 Dynamic,1.2 Dynamic
Fiat,15/02/2021,Bayrampaşa/Merkez,1300 cc ve altı,Bilmiyorum,Galeriden,Dizel,Düz Vites,284000,Punto,2011,79750,BAKIMLI 2011 FIAT PUNTO EVO DYNAMİC 1 3 MULTİJET 75 HP Fiat Punto EVO 1.3 Multijet Dynamic,EVO 1.3 Multijet Dynamic
Fiat,15/02/2021,İlkadım/Merkez,1301-1600 cc,Bilmiyorum,Galeriden,Dizel,Düz Vites,50000,Egea,2015,144500,BERAY 2015 EGEA 1.6 MULTİJET LOUNGE EN DOLUSU KIRMIZI 50 BİN DE Fiat Egea 1.6 Multijet Lounge,1.6 Multijet Lounge
BMW,05/02/2021,Pendik/Merkez,1801-2000 cc,Bilmiyorum,Galeriden,Dizel,Otomatik Vites,295000,3 Serisi,2006,131000,FALCON MOTORSDAN 320d SONRUUFLU BMW 3 Serisi 320d Premium,320d Premium
BMW,05/02/2021,Karatay/Karatay,2501-3000 cc,Bilmiyorum,Galeriden,Dizel,Otomatik Vites,298000,5 Serisi,2004,160000,SALİH AUTO DAN 530D BAKIMLI TEMİZ BMW 5 Serisi 530d Standart,530d Standart
Chevrolet,20/12/2020,,1801-2000 cc,Bilmiyorum,Galeriden,Dizel,Otomatik Vites,152000,Captiva,2012,189000,2012 MODEL CHEVROLET CAPTİVA LTZ 163 HP 7 KİŞİLİK SERVİS BAKIMLI Chevrolet Captiva 2.0 D LTZ,2.0 D LTZ
Fiat,13/02/2021,Sorgun/Merkez,1301-1600 cc,76-100 BG,Sahibinden,Dizel,Düz Vites,170000,Linea,2013,86750,SAHIBINDEN DEĞISNSIZ TEMIZ LINEA,"1.3 Multijet Active Plus
"
Fiat,13/02/2021,Şehitkamil/Merkez,1301-1600 cc,101-125 BG,Sahibinden,Benzin/LPG,Otomatik Vites,222750,Brava,2001,41500,BAKIMLI AİLE ARACI  EN FULL PAKET ELX,1.6 ELX
Fiat,13/02/2021,Batman/Kültür,1300 cc ve altı,76-100 BG,Galeriden,Dizel,Düz Vites,279000,Linea,2012,70500,2012 FIAT LINEA 1.3 DIZEL,1.3 Multijet Active
Fiat,14/02/2021,Sancaktepe/Merkez,1301-1600 cc,76-100 BG,Galeriden,Dizel,Düz Vites,250000,Linea,2014,85000,1.3 MÜL TUJET,1.3 Multijet Dynamic Plus
Fiat,14/02/2021,Selçuklu/Sancak,1300 cc ve altı,100 BG ve altı,Sahibinden,Dizel,Düz Vites,80500,Linea,2014,102000,ORIJINAL TEMIZ,1.3 Multijet Easy
Fiat,14/02/2021,Merkez/Merkez,1301-1600 cc,101-125 BG,Galeriden,Benzin/LPG,Düz Vites,260000,Stilo,2004,64990,2004 MODEL STİLO 1.6 DYNAMİC HATASIZ MASRAFSIZ,1.6 Dynamic
Fiat,14/02/2021,Merkez/Merkez,1300 cc ve altı,76-100 BG,Galeriden,Dizel,Düz Vites,210000,Linea,2014,89999,2014 MODEL FİAT LİNEA 1 3 MULTİJET ACTUAL HATASIZ MASRAFSIZZZ,1.3 Multijet Actual
Fiat,14/02/2021,Merkez/Merkez,1301-1600 cc,76-100 BG,Galeriden,Benzin/LPG,Düz Vites,290000,Albea,2007,59999,2007 FİAT ALBEA SOLE 1.4 FİRE ACTİVE HATASIZZZ  MASRAFSIZZZ,Sole 1.4 Fire Active
Fiat,14/02/2021,Merkez/Merkez,1300 cc ve altı,76-100 BG,Galeriden,Dizel,Düz Vites,280000,Linea,2012,79999,2012 FİAT LİNEA 1 3 MULTİJET ACTİVE PLUS HATASIZ MASRAFSIZZZ,"1.3 Multijet Active Plus
"
Fiat,14/02/2021,,1301-1600 cc,Bilmiyorum,Galeriden,Benzin/LPG,Düz Vites,248000,Brava,2002,42000,3B MOTORS DAN MASRAFSIZ BRAVA Fiat Brava 1.6 SX,1.6 SX
Fiat,14/02/2021,Merkez/Siteler,1301-1600 cc,76-100 BG,Galeriden,Benzin/LPG,Düz Vites,248000,Brava,2002,42000,3B MOTORS DAN MASRAFSIZ BRAVA,1.6 SX
Fiat,14/02/2021,Osmangazi/Emek,1301-1600 cc,76-100 BG,Sahibinden,Dizel,Düz Vites,119000,Linea,2015,99000,2015 FIAT LINEA 1.3 MULTIJET POP,1.3 Multijet Pop
Fiat,14/02/2021,Erciş/Merkez,Bilmiyorum,Bilmiyorum,Galeriden,Benzin/LPG,Düz Vites,241000,Tipo,1997,35000,YAKIT CIMRISI TEMİZ AILE ARABASI ISTEYENLERE,"1.4
"
Fiat,14/02/2021,Merkez/Merkez,1301-1600 cc,Bilmiyorum,Galeriden,Benzin/LPG,Düz Vites,255000,Albea,2008,47500,2008 MODEL ALBEA 1.4 BENZİN LPG.MOTOR SIFIR..ORJINAL KİLOMETRE. Fiat Albea Sole 1.4 Fire Dynamic,Sole 1.4 Fire Dynamic
Fiat,10/02/2021,Merkez/Merkez,1300 cc ve altı,Bilmiyorum,Galeriden,Dizel,Düz Vites,64370,Linea,2017,112500,TEMELOĞLU OTOMOTİVDE HATASIZ 2017 LİNEA 1.3 M.JET 95 HP POP Fiat Linea 1.3 Multijet Pop,1.3 Multijet Pop
Fiat,10/02/2021,Gaziemir/Gaziemir,1300 cc ve altı,76-100 BG,Galeriden,Dizel,Düz Vites,92000,Egea,2017,119750,İLK SAHİBİN DEN-EASY PKT-YETKİLİ SERVİS BAKIMLI MASRAFSIZ...,1.3 Multijet Easy
Fiat,10/02/2021,Kızıltepe/Kızıltepe,1601-1800 cc,51-75 BG,Galeriden,Benzin/LPG,Düz Vites,11,Tempra,1993,22000,FIAT TEMPRA 1.6 SXA,1.6 SXA
Fiat,10/02/2021,Adapazarı/Adapazarı,1301-1600 cc,101-125 BG,Galeriden,Dizel,Düz Vites,175000,Linea,2013,93900,TEKAY OTOMOTİVDEN LİNEA URBAN DOLU PAKET,1.6 Multijet Urban
Fiat,10/02/2021,Şehitkamil/Merve,1301-1600 cc,51-75 BG,Galeriden,Benzin/LPG,Düz Vites,243000,Siena,1999,37500,KLIMALI VE ÇOK TEMIZ ORJINAL MASRAFSIZ.,1.4 EL
Fiat,10/02/2021,Üsküdar/Kandilli,1300 cc ve altı,100 BG ve altı,Sahibinden,Dizel,Düz Vites,174500,Linea,2012,82900,ACİL SATILIK 2012 LİNEA EASY,1.3 Multijet Easy
Fiat,10/02/2021,Sivas/Merkez,1301-1600 cc,76-100 BG,Sahibinden,Benzin,Düz Vites,1130,Egea,2020,137000,2020 MODEL FIAT EGEA,1.4 Fire Easy
Fiat,11/02/2021,Ereğli/Ereğli,1300 cc ve altı,76-100 BG,Galeriden,Dizel,Düz Vites,125000,Linea,2014,97500,2014 MODEL LİNEA POP 125BIN KM,1.3 Multijet Pop
Fiat,11/02/2021,Yenişehir/Merkez,1301-1600 cc,76-100 BG,Galeriden,Benzin,Otomatik Vites,89000,Punto,2013,117500,OTOMATİK-BOYASIZ-SIFIRDAN TEK EL-2013 PUNTO 1 4 LOUNGE 89 000 KM,1.4 Lounge S&S
Fiat,11/02/2021,Seyhan/Yeşiloba,1801-2000 cc,100 BG ve altı,Galeriden,Dizel,Düz Vites,180000,Linea,2014,90000,FIAT LINEA 1.3 MULTIJET,-
Fiat,11/02/2021,Şehitkamil/Gazikent,1300 cc ve altı,76-100 BG,Galeriden,Dizel,Düz Vites,253000,Linea,2012,80000,ASLANOĞLU PLAZA DAN 2012 FİAT LİNEA 1.3 MULTİ JET URBAN,1.3 Multijet Urban
Fiat,11/02/2021,Bağcılar/Merkez,1300 cc ve altı,100 BG ve altı,Sahibinden,Dizel,Düz Vites,184620,Linea,2013,77500,FIAT LINEA EASY YENI KASA 2013 1.3 MULTİJET 184.620 KM DE,1.3 Multijet Easy
Fiat,12/02/2021,Giresun/Merkez,1301-1600 cc,101-125 BG,Sahibinden,Benzin/LPG,Düz Vites,189000,Brava,2001,49000,BRAVA ELX 1.6 105 BEYGIR,1.6 ELX
Fiat,12/02/2021,Niksar/Merkez,1301-1600 cc,100 BG ve altı,Sahibinden,Benzin/LPG,Düz Vites,190000,Albea,2007,65000,ORJİNAL VE DEĞİŞENSİZ,Sole 1.4 Fire Dynamic
Fiat,08/02/2021,Merkez/Yenisanayi,1301-1600 cc,100 BG ve altı,Sahibinden,Benzin/LPG,Düz Vites,35000,Uno,2000,29000,TEMIZ UYGUN YAKIT CIMRISI UNO,"1.4 ie SX
"
Fiat,08/02/2021,İlkadım/Merkez,1300 cc ve altı,51-75 BG,Sahibinden,Dizel,Düz Vites,72000,Palio,2007,89000,TÜRKİYE DE TEK BU KİLOMETREDE BAŞKA YOK,1.3 Multijet Dynamic
Fiat,08/02/2021,Fatih/Fevzipaşa,1301-1600 cc,76-100 BG,Sahibinden,Dizel,Düz Vites,100000,Egea,2017,123900,ACILLLLL SATILIK 1 3 DIZEL 2017 100 BİN KM AILE ARACI TEMIZ ARAB,1.3 Multijet Easy Plus
Fiat,09/02/2021,Darıca/Darıca,1300 cc ve altı,76-100 BG,Sahibinden,Dizel,Düz Vites,251000,Linea,2008,53500,SATILIK TEMİZ AİLE ARACI,1.3 M.jet Active
Fiat,09/02/2021,Merkez/Kepez,1301-1600 cc,Bilmiyorum,Galeriden,Benzin/LPG,Düz Vites,184000,Punto,2004,54500,OVA OTOMOTİVDEN FİAT PUNTO KLİMALI Fiat Punto 1.4 Dynamic,1.4 Dynamic
Fiat,09/02/2021,Beypazarı/Beypazarı,1301-1600 cc,51-75 BG,Sahibinden,Benzin/LPG,Düz Vites,337333,Brava,1999,35750,ACIL SATILIK 1.6 KLIMALI BRAVA,1.6 SX
Fiat,09/02/2021,Kırıkhan/Merkez,1300 cc ve altı,100 BG ve altı,Sahibinden,Dizel,Düz Vites,142000,Linea,2014,85000,TEMİZ MUHAYYER ARAÇ,1.3 Multijet Pop
Fiat,09/02/2021,Sarayköy/Köyler,1301-1600 cc,101-125 BG,Galeriden,Dizel,Düz Vites,96000,Egea,2016,139750,A K T İ F DEN 2016 EGEA 1.6 M.JET 120HP OTOMATİK 96.000 KM DE. .,1.6 Multijet Comfort
Fiat,09/02/2021,Osmangazi/Çirişhane,1300 cc ve altı,76-100 BG,Sahibinden,Dizel,Düz Vites,172700,Linea,2012,78000,YENİ MUAYENELİ ....ORJINAL 172 BİN KM.....1.3 MULTİ JET  AKTİVE PLUS...,"1.3 Multijet Active Plus
"
Fiat,09/02/2021,Sultanbeyli/MimarSinan,1301-1600 cc,76-100 BG,Sahibinden,Benzin,Düz Vites,278000,Tipo,1998,31000,RUHSAT SAHIBINDEN SATILIK 1.4 TEMIZ TIPO,1.4 S
Fiat,09/02/2021,Pursaklar/Merkez,1300 cc ve altı,76-100 BG,Galeriden,Dizel,Düz Vites,74614,Egea,2018,125000,2018 EGEA 1.3MJET EASY BOYASIZ DEĞİŞENSİZ TRAMERSİZ,1.3 Multijet Easy
Fiat,09/02/2021,Alanya/Mahmutlar,1601-1800 cc,76-100 BG,Sahibinden,Benzin/LPG,Düz Vites,242000,Uno,1997,33000,TEMIZ AILE ARACIDIR,70 SXie
Fiat,09/02/2021,Eyüp/Alibeyköy,1300 cc ve altı,100 BG ve altı,Sahibinden,Dizel,Düz Vites,543000,Linea,2014,58000,FIAT LINEA TAKSI ÇIKMASIDIR MOTOR YENI,1.3 Multijet Easy
Fiat,09/02/2021,Taşköprü/Taşköprü,1300 cc ve altı,76-100 BG,Sahibinden,Dizel,Yarı Otomatik Vites,146500,Idea,2010,91750,SORUNSUZ KAHVENİ AL TV SEYRET KEYİFLİ YOLCULUK,1.3 Multijet Emotion
Fiat,07/02/2021,Mezitli/Mezitli,1300 cc ve altı,76-100 BG,Sahibinden,Dizel,Düz Vites,119000,Linea,2014,114900,YENİ YILDA SİZİNDE BİR LİNEANIZ OLSUN.BOYASIZ HASAR KAYITSIZ.EN DOLUSU.DAHA NE OLSUN.,1.3 Multijet Urban
Fiat,07/02/2021,Kula/Merkez,1301-1600 cc,100 BG ve altı,Galeriden,Dizel,Düz Vites,301000,Marea,1997,35000,FIAT MARIE,1.6 16V Liberty
Fiat,07/02/2021,Yenimahalle/Şentepe,1300 cc ve altı,76-100 BG,Sahibinden,Dizel,Düz Vites,112000,Egea,2015,125750,SAHIBINDEN EGEA 1.3 URBAN,1.3 Multijet Urban
Fiat,07/02/2021,Beyşehir/Üzümlü,1301-1600 cc,76-100 BG,Sahibinden,Benzin/LPG,Düz Vites,160000,Tempra,1994,26000,İHTIYAÇTAN SATILIK,1.6 SX A
Fiat,07/02/2021,Palandöken/Palandöken,1301-1600 cc,100 BG ve altı,Sahibinden,Benzin/LPG,Düz Vites,209000,Albea,2010,57000,2010 ALBEA 1.4 SOLE TRAMERSIZ,Sole 1.4 Fire Premio
Fiat,08/02/2021,Merkez/Merkez,1301-1600 cc,101-125 BG,Galeriden,Benzin/LPG,Düz Vites,255,Albea,2002,46500,FIYAT ALBEA 1 6 16VF YENI MANELI,1.6 HL
Fiat,08/02/2021,Edremit/Köyler,1300 cc ve altı,100 BG ve altı,Sahibinden,Dizel,Düz Vites,160000,Linea,2012,11,SAHIBINDEN HASAR KAYITSIZ DEĞİŞENSİZ TEMIZ BAKIMLI FIAT LINEA  BAKMADAN GEÇME PIŞMAN OLURSUN...,1.3 Multijet VIA
Fiat,08/02/2021,Gaziosmanpaşa/Gaziosmanpaşa,1301-1600 cc,76-100 BG,Sahibinden,Benzin,Düz Vites,107000,Punto,2011,81000,SAHIBINDEN SATILIK TEMIZ PUNTO,1.4 Active
Fiat,08/02/2021,İzmit/Merkez,1300 cc ve altı,Bilmiyorum,Galeriden,Dizel,Düz Vites,35000,Egea,2020,149000,FUAR OTO DAN 2020 FİAT EGEA 1.3 M.JET EASY 35000 KM HATASIZ Fiat Egea 1.3 Multijet Easy,1.3 Multijet Easy
Fiat,08/02/2021,İzmit/Merkez,1300 cc ve altı,Bilmiyorum,Galeriden,Dizel,Düz Vites,65000,Egea,2017,129900,FUAR OTO DAN 2017 FİAT EGEA 1.3 MULTİJET EASY 65000 KM ORJINAL Fiat Egea 1.3 Multijet Easy,1.3 Multijet Easy
Fiat,08/02/2021,Serik/Merkez,1300 cc ve altı,76-100 BG,Sahibinden,Dizel,Düz Vites,12660,Egea,2020,173800,SAHIBINDEN  HATASIZ  FULL FULL,1.3 Multijet Urban Plus
Fiat,08/02/2021,Nilüfer/Merkez,1300 cc ve altı,Bilmiyorum,Galeriden,Dizel,Düz Vites,220000,Punto,2013,94900,2013 MODEL 1.3 MULTİJET EASY Fiat Punto 1.3 Multijet Easy,1.3 Multijet Easy
Fiat,08/02/2021,Kızıltepe/Merkez,1300 cc ve altı,100 BG ve altı,Galeriden,Dizel,Düz Vites,162000,Linea,2015,95000,2015 MODEL LINEA 1 3 DIZEL POP PAKET,1.3 Multijet Pop
Fiat,08/02/2021,Bakırköy/Florya,1301-1600 cc,76-100 BG,Sahibinden,Benzin,Düz Vites,9850,Egea,2019,122500,EGEA 1.4 FİRE EASY EKSTRALI ÇİZİK YOK KAZA YOOK,1.4 Fire Easy
Fiat,05/02/2021,Akyurt/Akyurt,1300 cc ve altı,Bilmiyorum,Galeriden,Dizel,Düz Vites,102000,Punto,2014,102750,2014 PUNTO 1.3 MJET POPSTAR 100.000 KM BOYASIZ DEĞİŞENSİZ Fiat Punto 1.3 Multijet Popstar,1.3 Multijet Popstar
Fiat,05/02/2021,Bağcılar/Bağcılar,1300 cc ve altı,Bilmiyorum,Galeriden,Dizel,Otomatik Vites,78000,Egea,2018,156500,PRAXİ OTOMOTİV DEN 2018 FİAT EGEA1.6 MULTİJET EASY PLUS-OTOMATİK Fiat Egea 1.6 Multijet Easy Plus,1.6 Multijet Easy Plus
Fiat,05/02/2021,Selçuklu/Hocacihan,1300 cc ve altı,Bilmiyorum,Galeriden,Dizel,Düz Vites,168000,Linea,2014,66750,SIFIR PEŞİNAT TAMAMI KREDİLİ Fiat Linea 1.3 Multijet Active Plus,Diğer
Fiat,05/02/2021,Bağcılar/Bağcılar,1300 cc ve altı,Bilmiyorum,Galeriden,Dizel,Otomatik Vites,87000,Egea,2018,155500,PRAXİ OTOMOTİV DEN 2018 FİAT EGEA 1.6 MULTİJET EASY PLUS-HATASIZ Fiat Egea 1.6 Multijet Easy Plus,1.6 Multijet Easy Plus
Fiat,05/02/2021,Selçuklu/Hocacihan,1300 cc ve altı,Bilmiyorum,Galeriden,Dizel,Düz Vites,460000,Linea,2015,73750,SIFIR PEŞİNAT TAMAMINA KREDİLİ Fiat Linea 1.3 Multijet Pop,1.3 Multijet Pop
Fiat,05/02/2021,Selçuklu/Hocacihan,1300 cc ve altı,Bilmiyorum,Galeriden,Dizel,Düz Vites,185000,Linea,2014,69750,MOTOR SİFİR PESİNAT SİFİR Fiat Linea 1.3 Multijet Urban,1.3 Multijet Urban
Fiat,05/02/2021,Selçuklu/Hocacihan,1300 cc ve altı,Bilmiyorum,Galeriden,Dizel,Düz Vites,171000,Linea,2014,67750,2014 MODEL TAMAMINA KREDİLİ Fiat Linea 1.3 Multijet Pop,1.3 Multijet Pop
Fiat,05/02/2021,Selçuklu/Hocacihan,1300 cc ve altı,Bilmiyorum,Galeriden,Dizel,Düz Vites,543000,Linea,2015,73750,SIFIR PEŞİNAT İLE SIFIR MOTOR Fiat Linea 1.3 Multijet Pop,1.3 Multijet Pop
Fiat,05/02/2021,Karatay,1300 cc ve altı,Bilmiyorum,Galeriden,Dizel,Düz Vites,216000,Linea,2013,73500,....HİLAL OTO GALERİ DEN...BAKIMLI MUHAYYER 95 Hp LİNEA..... Fiat Linea 1.3 Multijet Active Plus,Diğer
Fiat,05/02/2021,Mezitli/Merkez,1300 cc ve altı,100 BG ve altı,Sahibinden,Dizel,Düz Vites,178000,Linea,2012,89750,SAHİBİNDEN TRAMERSİZ BOYASIZ DEGİŞENSİZ,1.3 Multijet Easy
Fiat,05/02/2021,Ağaçören/Ağaçören,Bilmiyorum,Bilmiyorum,Sahibinden,Dizel,Düz Vites,288888,Albea,2006,47000,TASARRUFLU ARAÇ SATIŞTA,1.3 M.jet EL
Fiat,06/02/2021,Tavşanlı/Çukurköy,1300 cc ve altı,76-100 BG,Sahibinden,Dizel,Düz Vites,186000,Linea,2009,75500,2009 LINEA 1.3 DYNAMIC,1.3 Multijet Dynamic
Fiat,06/02/2021,Esenyurt/Esenyurt,1300 cc ve altı,Bilmiyorum,Galeriden,Dizel,Düz Vites,93000,Egea,2018,135000,2018 EGEA 1.3M.JET EASY HATASIZ ORGİNAL 93.000 KM DE Fiat Egea 1.3 Multijet Easy,1.3 Multijet Easy
Fiat,06/02/2021,Beylikdüzü/Beylikdüzü,1300 cc ve altı,100 BG ve altı,Sahibinden,Dizel,Düz Vites,176000,Egea,2017,112000,ACİL SAHİBİNDEN DEĞİŞENSİZ-BOYASIZ EGEA,1.3 Multijet Easy
Fiat,05/02/2021,Serik/Merkez,1301-1600 cc,Bilmiyorum,Galeriden,Benzin,Düz Vites,253200,Albea,2008,58500,TAŞAR OTOMOTİV DEN 2008 MODEL 1.4 BENZİNLİ ALBEA HATASIZ Fiat Albea 1.4 Fire Dynamic,1.4 Fire Dynamic
